Kontakt_Id;Kennzeichen;Datum_ez;Datum_hu;Km_stand;Letzter_besuch;Kontakt_Name
2054;BBL 10-JA 559;03.05.2001;01.05.2004;6336;01.08.2001;Fa. Mies e.V.
2054;BBL 10-YP 414;12.05.2004;01.05.2007;46713;01.11.2004;Fa. Mies e.V.
2054;P-HQ 680;18.04.2002;01.04.2005;28700;01.09.2002;Fa. Mies e.V.
2054;BBL 10-LQ 965;02.10.2002;01.10.2005;5100;01.11.2002;Fa. Mies e.V.
2054;BBL 10-JI 502;23.09.2003;01.09.2006;31700;01.08.2004;Fa. Mies e.V.
2054;P-KN 370;31.03.2000;01.03.2003;61144;01.08.2001;Fa. Mies e.V.
2054;BBL 10-UW 431;08.10.2001;01.10.2004;20825;01.02.2004;Fa. Mies e.V.
2054;B-TV 734;27.06.2003;01.07.2006;54021;01.05.2004;Fa. Mies e.V.
2054;P-SS 689;28.01.2003;01.01.2006;15497;01.11.2003;Fa. Mies e.V.
2054;P-FA 113;30.11.2001;;0;01.11.2001;Fa. Mies e.V.
2054;HVL-YS 811;04.08.2000;01.05.2004;37902;01.08.2001;Fa. Mies e.V.
2056;HVL-PF 35;17.06.2002;01.06.2005;25998;01.10.2002;Fa. Kinzen gGmbH
2056;HVL-GT 917;29.12.1998;01.12.2001;245127;01.07.2001;Fa. Kinzen gGmbH
2056;HVL-NE 194;18.02.2000;01.02.2003;60623;01.11.2000;Fa. Kinzen gGmbH
2057;P-XJ 864;22.12.1999;01.10.2006;50192;01.10.2004;Marga Wollmann
2057;P-AC 105;29.05.1997;01.05.2006;87844;01.10.2004;Marga Wollmann
2057;P-AD 563;30.11.2000;01.11.2005;63339;01.10.2004;Marga Wollmann
2057;P-QJ 355;12.12.2000;01.11.2005;59151;01.10.2004;Marga Wollmann
2057;P-EP 418;29.11.2001;01.11.2004;39686;01.10.2004;Marga Wollmann
2057;P-CM 284;29.11.2001;01.11.2004;40961;01.10.2004;Marga Wollmann
2058;PM-FD 27;08.12.1997;01.11.2002;115000;01.01.2002;Fa. Shires e.V.
2058;PM-IA 252;26.08.2004;01.08.2007;8;01.09.2004;Fa. Shires e.V.
2058;PM-ML 826;03.05.2001;01.05.2004;14900;01.07.2003;Fa. Shires e.V.
2058;B-GP 238;;01.04.2004;0;01.04.2001;Fa. Shires e.V.
2058;PM-WT 979;17.12.2001;01.12.2004;69250;01.10.2004;Fa. Shires e.V.
2059;HVL-UN 894;29.07.1999;01.07.2002;11600;01.01.2000;Fa. Olygesellschaft mbH
2060;P-KQ 656;09.09.1996;01.01.2003;55222;01.02.2000;Lenore Pok
2060;P-AN 600;19.01.1998;01.01.2001;30772;01.06.2000;Lenore Pok
2060;P-BC 241;30.12.1993;01.05.2002;90040;01.05.2000;Lenore Pok
2060;P-YC 162;30.11.1993;01.12.2002;151987;01.12.2000;Lenore Pok
2060;P-GK 974;09.07.1997;01.07.2000;104328;01.05.2000;Lenore Pok
2060;P-VT 126;15.11.2002;01.11.2005;3639;01.03.2003;Lenore Pok
2061;P-PA 435;14.11.2000;01.11.2005;140220;01.08.2004;Fa. Dubuygesellschaft mbH
2061;P-JO 608;18.06.1999;01.06.2004;102480;01.08.2002;Fa. Dubuygesellschaft mbH
2061;P-UD 378;14.11.2000;01.11.2005;133494;01.06.2004;Fa. Dubuygesellschaft mbH
2061;P-AS 245;30.09.1999;01.09.2006;240124;01.11.2004;Fa. Dubuygesellschaft mbH
2061;P-SM 636;01.08.2002;01.04.2005;60210;01.08.2004;Fa. Dubuygesellschaft mbH
2061;P-HL 614;01.02.2000;01.02.2005;190546;01.07.2004;Fa. Dubuygesellschaft mbH
2061;P-SC 219;18.09.1997;01.09.2001;139985;01.11.2000;Fa. Dubuygesellschaft mbH
2061;P-CW 891;12.02.2004;01.02.2007;0;01.02.2004;Fa. Dubuygesellschaft mbH
2061;HH-EG 975;29.03.2000;01.03.2003;19041;01.09.2000;Fa. Dubuygesellschaft mbH
2061;P-RY 82;17.12.1997;01.01.2002;141521;01.08.2001;Fa. Dubuygesellschaft mbH
2061;P-VQ 299;24.05.1996;01.05.2002;155400;01.11.2000;Fa. Dubuygesellschaft mbH
2061;P-VN 338;31.08.1999;01.10.2004;151750;01.07.2004;Fa. Dubuygesellschaft mbH
2061;P-VP 611;17.12.1997;01.01.2002;120450;01.12.2000;Fa. Dubuygesellschaft mbH
2061;P-EB 494;15.05.2002;01.05.2005;30474;01.04.2004;Fa. Dubuygesellschaft mbH
2061;P-US 785;31.05.2002;01.06.2005;68000;01.09.2004;Fa. Dubuygesellschaft mbH
2061;P-XY 116;17.12.1997;01.01.2003;110140;01.03.2002;Fa. Dubuygesellschaft mbH
2061;P-AQ 246;25.03.2003;01.03.2006;58087;01.07.2004;Fa. Dubuygesellschaft mbH
2061;HST-AX 763;03.04.2003;01.04.2006;0;01.04.2003;Fa. Dubuygesellschaft mbH
2061;P-WX 360;24.11.2000;01.11.2003;72461;01.06.2003;Fa. Dubuygesellschaft mbH
2061;P-NM 357;30.04.2003;01.05.2006;64838;01.08.2004;Fa. Dubuygesellschaft mbH
2061;P-GC 834;19.12.1996;01.02.2005;217184;01.08.2004;Fa. Dubuygesellschaft mbH
2061;P-TV 816;01.11.2004;01.11.2007;0;01.11.2004;Fa. Dubuygesellschaft mbH
2061;P-DP 164;22.11.2002;01.12.2004;84287;01.10.2004;Fa. Dubuygesellschaft mbH
2061;P-VH 264;22.05.2002;01.06.2005;114471;01.09.2004;Fa. Dubuygesellschaft mbH
2061;P-YB 292;22.11.2002;01.11.2005;91680;01.11.2004;Fa. Dubuygesellschaft mbH
2061;P-AH 211;30.06.1998;01.06.2005;95078;01.11.2004;Fa. Dubuygesellschaft mbH
2061;P-PK 40;14.11.2000;01.11.2005;119508;01.07.2004;Fa. Dubuygesellschaft mbH
2061;P-XF 340;25.08.2004;01.08.2007;0;01.09.2004;Fa. Dubuygesellschaft mbH
2063;P-SX 886;16.10.1999;01.10.2002;43210;01.11.2000;Fa. Kirchberg GbR
2063;P-VE 854;02.04.1992;01.10.2003;235778;01.04.2002;Fa. Kirchberg GbR
2063;PM-GT 343;26.01.1999;01.01.2002;20878;01.03.2000;Fa. Kirchberg GbR
2063;P-BF 853;09.05.2000;01.05.2003;15062;01.02.2001;Fa. Kirchberg GbR
2063;P-HE 299;06.11.1998;01.11.2005;148363;01.10.2001;Fa. Kirchberg GbR
2063;P-RM 638;26.11.1992;01.11.2001;140841;01.04.2001;Fa. Kirchberg GbR
2063;P-ME 281;20.11.1997;01.10.2006;185501;01.10.2004;Fa. Kirchberg GbR
2064;P-JL 283;06.12.1991;01.02.2001;87250;01.03.2000;Kasim Gergs
2065;B-WW 897;13.08.2001;01.08.2004;17020;01.08.2002;Myrtha Kurmann
2065;B-AN 219;04.09.2001;01.09.2004;32610;01.07.2002;Myrtha Kurmann
2065;P-TL 251;30.11.2001;01.12.2004;0;01.12.2001;Myrtha Kurmann
2065;B-QB 401;27.04.1998;01.04.2003;87890;01.06.2002;Myrtha Kurmann
2065;P-MV 264;28.09.2000;;0;01.09.2000;Myrtha Kurmann
2065;B-KU 692;14.06.2001;01.06.2004;40635;01.06.2002;Myrtha Kurmann
2065;OHV-AI 466;14.06.2001;;0;01.06.2001;Myrtha Kurmann
2065;PM-JA 573;24.04.2002;;0;01.04.2002;Myrtha Kurmann
2065;B-LU 420;05.07.2001;01.06.2004;13027;01.06.2002;Myrtha Kurmann
2065;B-XW 526;24.04.2002;;0;01.04.2002;Myrtha Kurmann
2065;B-XR 189;29.03.1994;01.03.2002;139653;01.08.2000;Myrtha Kurmann
2065;B-QU 369;07.10.2002;01.10.2005;0;01.10.2002;Myrtha Kurmann
2065;B-RN 549;22.07.1994;01.12.2000;163789;01.06.2000;Myrtha Kurmann
2065;B-JI 817;27.05.2003;;0;01.05.2003;Myrtha Kurmann
2065;B-FE 755;25.08.1994;01.08.2002;217553;01.08.2000;Myrtha Kurmann
2065;B-KH 679;27.05.2003;;0;01.05.2003;Myrtha Kurmann
2065;B-VH 884;19.05.1995;01.05.2002;81300;01.03.2001;Myrtha Kurmann
2065;B-YN 371;27.05.2003;;0;01.05.2003;Myrtha Kurmann
2065;B-RP 113;15.12.2000;01.12.2003;34120;01.03.2002;Myrtha Kurmann
2065;B-EF 727;04.02.2004;;0;01.02.2004;Myrtha Kurmann
2065;B-TN 338;04.09.2001;01.09.2004;37460;01.06.2002;Myrtha Kurmann
2065;P-FQ 400;04.02.2004;;0;01.02.2004;Myrtha Kurmann
2065;B-WG 627;13.08.2001;01.08.2004;16775;01.06.2002;Myrtha Kurmann
2065;HVL-VX 58;04.02.2004;;0;01.02.2004;Myrtha Kurmann
2068;B-BC 920;05.02.1998;01.02.2003;105594;01.04.2001;Rosmarie Marhuth
2068;B-SX 467;19.03.1998;01.03.2001;74667;01.12.2000;Rosmarie Marhuth
2068;HVL-MU 279;27.02.1998;01.02.2001;121035;01.01.2001;Rosmarie Marhuth
2068;EE-ER 408;07.05.1999;01.05.2002;91882;01.10.2001;Rosmarie Marhuth
2068;HVL-MJ 128;12.07.1999;01.07.2002;39860;01.04.2002;Rosmarie Marhuth
2068;B-KT 837;11.09.1997;01.09.2002;64125;01.01.2001;Rosmarie Marhuth
2069;HVL-MN 273;25.07.1996;01.05.2003;104369;01.04.2002;Atakan Calabritto
2072;P-UG 859;13.11.1998;01.11.2003;166100;01.09.2003;Abbas Deest
2072;P-DY 783;05.11.1998;01.11.2003;149000;01.11.2001;Abbas Deest
2075;PM-OH 536;06.09.2004;01.09.2007;0;01.09.2004;Fa. Borsos GmbH & Co.KG
2075;P-JV 930;14.01.1999;01.01.2002;46460;01.04.2001;Fa. Borsos GmbH & Co.KG
2075;PM-DS 105;02.05.2000;01.05.2003;45530;01.01.2002;Fa. Borsos GmbH & Co.KG
2075;PM-IX 967;02.05.2000;01.05.2003;76846;01.12.2002;Fa. Borsos GmbH & Co.KG
2075;PM-KO 206;27.11.2001;01.11.2006;43226;01.01.2004;Fa. Borsos GmbH & Co.KG
2075;PM-EP 655;30.01.2002;01.01.2005;3;01.07.2002;Fa. Borsos GmbH & Co.KG
2075;PM-BY 770;14.04.2003;01.04.2006;30210;01.10.2004;Fa. Borsos GmbH & Co.KG
2075;PM-LL 771;01.11.1999;01.11.2002;30120;01.05.2001;Fa. Borsos GmbH & Co.KG
2075;PM-XD 366;18.11.1999;01.11.2002;27256;01.03.2001;Fa. Borsos GmbH & Co.KG
2075;P-CO 527;09.07.1997;01.07.2000;75230;01.01.2000;Fa. Borsos GmbH & Co.KG
2075;PM-WD 973;14.04.2003;01.04.2006;43412;01.09.2004;Fa. Borsos GmbH & Co.KG
2076;P-UU 128;25.01.1996;01.04.2002;31751;01.03.2001;Fa. Dlouhygesellschaft mbH
2076;P-DX 204;19.05.2000;01.05.2004;103320;01.06.2004;Fa. Dlouhygesellschaft mbH
2076;P-LU 780;02.09.1992;01.09.2001;112120;01.02.2000;Fa. Dlouhygesellschaft mbH
2077;P-HF 468;09.08.1996;01.08.2005;76808;01.09.2003;Tusnelda Gretemann
2077;P-VL 49;15.06.1998;01.06.2004;142846;01.05.2004;Tusnelda Gretemann
2077;P-BE 324;24.07.1990;01.05.2001;112404;01.07.2000;Tusnelda Gretemann
2077;P-TH 881;08.07.1996;01.05.2005;77997;01.03.2004;Tusnelda Gretemann
2077;P-RP 43;07.08.1992;01.02.2000;39311;01.02.2000;Tusnelda Gretemann
2077;P-QF 937;03.12.1991;01.04.2005;59874;01.12.2003;Tusnelda Gretemann
2077;P-FY 212;12.07.1990;01.06.2005;143126;01.02.2004;Tusnelda Gretemann
2077;P-IT 35;11.10.1993;01.10.2005;64500;01.12.2003;Tusnelda Gretemann
2079;P-VQ 531;23.09.1997;01.10.2005;66745;01.08.2004;Fa. Cevahingesellschaft mbH
2079;P-KI 519;18.03.1999;01.03.2005;61964;01.01.2004;Fa. Cevahingesellschaft mbH
2079;P-SV 773;21.01.1999;01.01.2005;40009;01.06.2004;Fa. Cevahingesellschaft mbH
2079;P-CN 644;29.05.1998;01.05.2005;111700;01.05.2004;Fa. Cevahingesellschaft mbH
2079;P-KQ 659;24.03.2004;01.04.2007;13214;01.11.2004;Fa. Cevahingesellschaft mbH
2080;P-GY 351;18.12.2002;01.12.2004;5302;01.02.2004;Dimitrios Spiegeler
2080;P-SQ 924;07.08.1992;01.02.2005;305380;01.11.2004;Dimitrios Spiegeler
2080;P-FP 518;16.12.2002;01.12.2005;56321;01.02.2004;Dimitrios Spiegeler
2080;P-IW 385;28.11.2002;01.11.2005;3369;01.04.2003;Dimitrios Spiegeler
2080;P-BM 306;12.02.1998;01.02.2006;320486;01.07.2004;Dimitrios Spiegeler
2080;P-GR 658;28.11.2002;01.11.2005;53241;01.08.2004;Dimitrios Spiegeler
2080;P-KT 328;23.04.1991;01.10.2001;74860;01.07.2001;Dimitrios Spiegeler
2080;P-ET 939;28.11.2002;01.11.2005;38068;01.04.2004;Dimitrios Spiegeler
2080;P-EQ 189;22.05.1992;01.07.2005;335650;01.07.2003;Dimitrios Spiegeler
2080;P-RD 191;24.07.2003;01.07.2006;19948;01.08.2004;Dimitrios Spiegeler
2080;P-CG 831;16.04.1993;01.07.2006;230100;01.06.2004;Dimitrios Spiegeler
2080;P-MC 483;04.04.1996;01.04.2005;179487;01.08.2004;Dimitrios Spiegeler
2080;P-SM 140;04.09.1990;01.10.2001;109989;01.11.2000;Dimitrios Spiegeler
2080;P-PE 673;31.01.2002;01.01.2005;48630;01.11.2004;Dimitrios Spiegeler
2080;P-RB 572;03.07.1990;01.07.2005;385120;01.11.2003;Dimitrios Spiegeler
2080;P-UG 782;31.01.2002;01.01.2005;42025;01.10.2004;Dimitrios Spiegeler
2080;P-VY 441;22.04.1996;01.03.2005;356648;01.11.2004;Dimitrios Spiegeler
2080;P-TM 304;29.03.2004;01.03.2007;18574;01.09.2004;Dimitrios Spiegeler
2080;P-UY 130;01.08.1991;01.07.2001;129727;01.03.2000;Dimitrios Spiegeler
2080;P-EQ 921;20.07.1994;01.08.2005;354424;01.04.2004;Dimitrios Spiegeler
2080;P-EL 396;05.12.2000;01.12.2005;179660;01.07.2004;Dimitrios Spiegeler
2080;P-IC 629;02.02.1996;01.02.2005;222603;01.01.2004;Dimitrios Spiegeler
2080;P-MY 921;16.12.2002;01.12.2005;46165;01.10.2004;Dimitrios Spiegeler
2080;P-XW 693;20.02.2001;01.02.2006;44438;01.02.2004;Dimitrios Spiegeler
2083;TF-GQ 838;24.04.1992;01.01.2003;163079;01.02.2002;Rod Heinbuch
2083;B-QU 741;20.08.1998;01.08.2003;150570;01.11.2001;Rod Heinbuch
2083;TF-VR 771;29.03.2001;01.04.2006;94699;01.10.2004;Rod Heinbuch
2084;P-NC 508;28.12.1992;01.12.2001;66300;01.02.2000;Reimund Mogler
2084;P-QW 208;20.12.1995;01.01.2005;105150;01.08.2003;Reimund Mogler
2085;MOL-KO 710;;01.11.2004;10;01.11.2001;Fa. Niederl e.V.
2085;P-NA 695;25.10.2001;01.10.2004;0;01.10.2001;Fa. Niederl e.V.
2090;PM-JY 349;19.09.2002;01.09.2005;10527;01.07.2003;Katleen Malbeck
2091;P-DI 855;09.01.1995;01.01.2003;135921;01.10.2001;Doreen Suojanen
2091;P-NQ 311;09.01.1995;01.04.2003;96520;01.10.2001;Doreen Suojanen
2092;P-HI 594;08.03.2002;01.03.2005;40000;01.04.2003;Fa. Tobaben AG
2092;P-SJ 540;07.01.2003;01.01.2006;24503;01.02.2004;Fa. Tobaben AG
2092;P-GR 367;22.07.1998;01.07.2001;33310;01.01.2000;Fa. Tobaben AG
2093;TF-KJ 868;27.03.2003;01.03.2006;47093;01.06.2004;Maryanne Camuglia
2093;TF-AN 238;23.10.2001;01.10.2004;116120;01.05.2004;Maryanne Camuglia
2093;TF-MR 190;30.10.1996;01.10.2002;225470;01.07.2002;Maryanne Camuglia
2093;TF-UY 11;26.02.1999;01.03.2004;195059;01.07.2002;Maryanne Camuglia
2093;TF-VQ 157;22.02.1996;01.01.2005;54600;01.04.2003;Maryanne Camuglia
2096;BRB-UO 276;23.10.1998;01.10.2004;104869;01.01.2003;Otfried Ochs
2096;P-JI 401;23.11.1993;01.09.2005;125921;01.03.2002;Otfried Ochs
2096;P-EC 748;25.02.2003;01.02.2006;13500;01.01.2004;Otfried Ochs
2096;P-BI 33;23.11.1993;01.11.2001;220500;01.11.2000;Otfried Ochs
2096;P-JJ 787;04.06.1996;01.07.2002;85400;01.09.2001;Otfried Ochs
2096;P-NJ 875;23.11.1993;01.10.2001;60969;01.10.2001;Otfried Ochs
2096;P-JJ 191;17.06.1997;01.06.2003;82100;01.11.2001;Otfried Ochs
2096;P-US 451;25.11.1994;01.09.2002;59970;01.07.2001;Otfried Ochs
2096;P-BP 236;12.05.1998;01.04.2004;77342;01.01.2003;Otfried Ochs
2096;P-HG 754;07.12.2000;01.12.2003;45350;01.10.2003;Otfried Ochs
2096;BRB-RI 515;16.11.1998;01.11.2001;68421;01.11.2000;Otfried Ochs
2096;P-QJ 411;07.12.2000;01.12.2003;15428;01.04.2001;Otfried Ochs
2096;BRB-IN 849;09.12.1999;01.12.2003;60100;01.03.2002;Otfried Ochs
2096;P-RL 197;07.12.2000;01.12.2005;141120;01.02.2004;Otfried Ochs
2096;P-EU 607;10.07.2003;01.07.2006;13241;01.06.2004;Otfried Ochs
2096;HVL-AA 360;16.01.2003;;0;01.01.2003;Otfried Ochs
2096;P-CT 39;28.12.2000;01.01.2003;10354;01.01.2002;Otfried Ochs
2096;P-KE 323;16.07.1999;01.07.2002;91535;01.04.2002;Otfried Ochs
2096;P-MB 699;13.06.1996;01.08.2002;40210;01.03.2001;Otfried Ochs
2096;P-ID 189;10.12.1993;01.12.2001;62421;01.07.2000;Otfried Ochs
2096;P-KC 649;30.12.1997;01.12.2003;73299;01.04.2003;Otfried Ochs
2096;P-EA 681;04.05.2004;01.05.2007;0;01.05.2004;Otfried Ochs
2096;BRB-VK 874;23.10.1998;01.10.2005;92936;01.11.2004;Otfried Ochs
2097;P-LH 313;27.04.2001;01.04.2004;15190;01.02.2002;Hainer Habner
2097;P-WO 199;12.05.1998;01.05.2001;41293;01.04.2001;Hainer Habner
2097;P-LF 304;13.11.1997;01.11.2002;58900;01.11.2000;Hainer Habner
2098;P-NP 112;28.06.2000;01.06.2003;101120;01.11.2002;Fa. Efilti gGmbH
2098;P-LM 186;14.11.2000;01.11.2005;119974;01.01.2004;Fa. Efilti gGmbH
2098;B-JG 960;05.08.1996;01.08.2003;154391;01.11.2001;Fa. Efilti gGmbH
2098;P-YQ 65;09.03.2001;01.03.2003;51930;01.02.2003;Fa. Efilti gGmbH
2098;B-TP 609;31.01.2003;01.01.2006;80211;01.11.2004;Fa. Efilti gGmbH
2098;B-BW 930;17.07.1998;01.07.2003;69200;01.04.2002;Fa. Efilti gGmbH
2098;P-PY 786;28.12.2000;01.01.2004;129540;01.01.2004;Fa. Efilti gGmbH
2098;B-IL 882;17.03.1997;01.03.2004;180500;01.06.2002;Fa. Efilti gGmbH
2098;P-VL 48;17.03.1993;01.06.2001;132938;01.06.2001;Fa. Efilti gGmbH
2098;P-HC 468;29.02.1996;01.02.2001;194964;01.03.2000;Fa. Efilti gGmbH
2098;PM-MC 128;26.04.1996;01.05.2001;183000;01.06.2000;Fa. Efilti gGmbH
2098;P-YA 90;21.11.1995;01.10.2002;146485;01.10.2000;Fa. Efilti gGmbH
2098;P-XS 76;07.04.1997;01.03.2004;121029;01.12.2002;Fa. Efilti gGmbH
2098;P-XJ 258;14.08.1996;01.09.2001;264000;01.05.2000;Fa. Efilti gGmbH
2098;P-QI 42;15.06.2000;01.06.2003;157083;01.04.2003;Fa. Efilti gGmbH
2098;P-NY 423;28.06.2000;01.06.2003;169300;01.12.2002;Fa. Efilti gGmbH
2099;P-GX 294;12.10.1992;01.02.2001;56114;01.10.2000;Fa. Kubasik AG
2099;PM-FK 752;21.04.1992;01.05.2001;250600;01.04.2001;Fa. Kubasik AG
2099;P-FX 393;28.03.2000;01.03.2003;15765;01.04.2001;Fa. Kubasik AG
2099;PM-LN 480;20.10.1998;01.10.2001;79463;01.02.2001;Fa. Kubasik AG
2099;PM-OV 97;26.08.2003;01.08.2006;28088;01.09.2004;Fa. Kubasik AG
2100;BBL 6-UL 625;17.02.2004;01.02.2007;18674;01.09.2004;Stewart Lechler
2100;BBL 6-JR 433;10.03.2000;01.03.2003;41000;01.03.2001;Stewart Lechler
2100;BBL 6-PB 709;13.11.2002;01.11.2005;26376;01.01.2004;Stewart Lechler
2100;BBL 6-RL 504;26.11.2001;01.11.2004;8600;01.02.2002;Stewart Lechler
2100;BBL 6-LP 766;17.02.2004;01.02.2007;11500;01.07.2004;Stewart Lechler
2100;BBL 6-CB 133;17.02.2004;01.02.2007;13893;01.07.2004;Stewart Lechler
2100;BBL 6-BA 156;21.12.1999;01.12.2003;22270;01.10.2000;Stewart Lechler
2100;BBL 6-BY 990;13.11.2002;01.11.2005;33320;01.01.2004;Stewart Lechler
2100;BBL 6-FQ 287;13.11.2002;01.11.2005;30412;01.02.2004;Stewart Lechler
2100;BBL 11-SR 538;25.06.1992;01.10.2003;175260;01.07.2003;Stewart Lechler
2100;BBL 6-PP 927;19.11.2002;01.11.2005;39458;01.01.2004;Stewart Lechler
2100;BBL 6-XK 300;17.02.2004;01.02.2007;17256;01.08.2004;Stewart Lechler
2100;B-SL 305;29.11.2001;01.11.2004;11251;01.04.2002;Stewart Lechler
2100;B-HP 191;14.09.1995;01.12.2001;41000;01.01.2000;Stewart Lechler
2100;PM-SD 795;24.11.1999;01.07.2004;11251;01.11.2000;Stewart Lechler
2100;HVL-BC 692;30.04.1999;01.04.2002;30771;01.05.2000;Stewart Lechler
2101;P-DD 747;08.07.1996;01.08.2003;122956;01.08.2002;Gabi Recklies
2101;P-HB 515;11.09.1996;01.03.2005;18305;01.04.2003;Gabi Recklies
2101;P-XV 299;08.09.2004;01.09.2007;0;01.10.2004;Gabi Recklies
2101;P-TO 356;12.10.2004;01.10.2007;0;01.10.2004;Gabi Recklies
2101;P-LP 393;20.01.2004;01.01.2007;13950;01.08.2004;Gabi Recklies
2101;B-XT 906;27.03.2003;;0;01.03.2003;Gabi Recklies
2101;B-IV 317;03.04.2001;01.04.2005;0;01.04.2003;Gabi Recklies
2101;P-GW 148;04.07.2000;01.07.2005;107315;01.10.2004;Gabi Recklies
2101;P-AX 722;30.11.2000;01.12.2003;62142;01.01.2004;Gabi Recklies
2101;P-AI 461;29.03.2001;01.03.2006;96907;01.07.2004;Gabi Recklies
2101;P-BF 585;28.07.2003;01.07.2006;0;01.08.2003;Gabi Recklies
2101;P-YM 906;12.06.2003;01.06.2006;56173;01.09.2004;Gabi Recklies
2101;P-OY 796;19.12.1997;01.12.2002;60000;01.06.2001;Gabi Recklies
2101;P-SI 38;23.11.1998;01.12.2003;130808;01.07.2003;Gabi Recklies
2101;P-XK 486;13.01.2000;01.01.2005;119190;01.09.2004;Gabi Recklies
2102;HVL-DA 316;23.01.2001;01.01.2004;47887;01.11.2002;Burk Kunst
2102;HVL-BO 633;10.01.1995;01.01.2002;350475;01.11.2000;Burk Kunst
2102;HVL-GY 12;12.02.1998;01.02.2005;302406;01.09.2004;Burk Kunst
2102;NAU-GP 113;10.06.1993;01.05.2002;253963;01.09.2001;Burk Kunst
2102;HVL-JA 155;14.12.2000;01.12.2005;249710;01.11.2004;Burk Kunst
2102;HVL-JF 723;09.04.2001;01.04.2004;135000;01.12.2003;Burk Kunst
2102;HVL-UA 373;22.11.2001;01.11.2006;54892;01.11.2004;Burk Kunst
2102;HVL-PM 63;08.05.1995;01.02.2004;172791;01.11.2003;Burk Kunst
2104;PM-CG 927;26.03.1998;01.03.2003;157158;01.04.2002;Erfried Adelhof
2105;OHV-RK 155;10.02.1998;01.02.2003;43870;01.03.2001;Fa. Finselberger AG
2105;WT-OF 179;06.07.1995;01.07.2002;252574;01.02.2001;Fa. Finselberger AG
2105;HVL-DP 884;19.12.2000;01.12.2005;122862;01.10.2004;Fa. Finselberger AG
2105;HVL-UU 771;31.03.1998;01.03.2003;223821;01.08.2001;Fa. Finselberger AG
2105;WT-NA 575;09.12.1998;01.12.2003;205970;01.04.2003;Fa. Finselberger AG
2105;WT-QQ 998;05.01.1998;01.01.2001;116280;01.12.2000;Fa. Finselberger AG
2106;CB-YH 804;07.04.2003;01.03.2006;0;01.04.2003;Fa. Rubach GmbH & Co.KG
2106;PM-WH 426;30.11.2001;;0;01.11.2001;Fa. Rubach GmbH & Co.KG
2106;HRO-CF 952;13.11.2003;01.11.2006;0;01.11.2003;Fa. Rubach GmbH & Co.KG
2106;B-AC 239;10.06.2002;;0;01.06.2002;Fa. Rubach GmbH & Co.KG
2106;P-MD 311;25.05.1999;01.05.2002;164832;01.03.2002;Fa. Rubach GmbH & Co.KG
2106;LOS-DI 883;10.06.2002;01.06.2005;0;01.06.2002;Fa. Rubach GmbH & Co.KG
2106;HRO-HE 125;06.06.1999;01.06.2002;144742;01.01.2002;Fa. Rubach GmbH & Co.KG
2106;B-PM 234;10.06.2002;01.06.2005;0;01.06.2002;Fa. Rubach GmbH & Co.KG
2106;P-WF 104;09.06.1999;01.06.2004;130144;01.07.2003;Fa. Rubach GmbH & Co.KG
2106;P-NY 200;25.06.2002;01.07.2005;203656;01.09.2004;Fa. Rubach GmbH & Co.KG
2106;HRO-MX 871;29.07.2004;01.07.2007;0;01.07.2004;Fa. Rubach GmbH & Co.KG
2106;P-KA 894;30.04.2003;01.05.2006;59140;01.07.2004;Fa. Rubach GmbH & Co.KG
2106;P-XY 489;25.06.2002;01.06.2005;211549;01.10.2004;Fa. Rubach GmbH & Co.KG
2106;P-GO 499;01.02.2004;01.02.2007;0;01.02.2004;Fa. Rubach GmbH & Co.KG
2106;P-CO 992;05.02.2004;01.02.2007;0;01.02.2004;Fa. Rubach GmbH & Co.KG
2106;PM-RG 737;25.06.2002;01.06.2005;0;01.06.2002;Fa. Rubach GmbH & Co.KG
2106;B-WF 88;30.11.2001;01.12.2004;0;01.12.2001;Fa. Rubach GmbH & Co.KG
2106;P-HH 617;26.07.2002;01.08.2005;0;01.08.2002;Fa. Rubach GmbH & Co.KG
2106;P-MV 320;25.09.2001;;0;01.09.2001;Fa. Rubach GmbH & Co.KG
2106;L-EL 508;22.08.2002;01.08.2005;0;01.08.2002;Fa. Rubach GmbH & Co.KG
2106;CB-PJ 727;04.07.2002;01.07.2005;0;01.07.2002;Fa. Rubach GmbH & Co.KG
2106;L-BN 447;22.08.2002;01.09.2005;0;01.08.2002;Fa. Rubach GmbH & Co.KG
2106;MOL-HM 899;25.09.2001;01.09.2004;0;01.10.2001;Fa. Rubach GmbH & Co.KG
2106;L-JY 663;27.08.2002;01.08.2005;171285;01.10.2004;Fa. Rubach GmbH & Co.KG
2106;HVL-XQ 65;14.08.2001;01.08.2004;0;01.08.2001;Fa. Rubach GmbH & Co.KG
2106;LOS-KM 993;19.09.2002;01.09.2005;0;01.09.2002;Fa. Rubach GmbH & Co.KG
2106;LOS-WL 91;15.11.2001;01.11.2004;0;01.11.2001;Fa. Rubach GmbH & Co.KG
2107;P-SG 183;23.04.1996;01.04.2006;15553;01.04.2004;Gorch Pinnenberg
2107;P-DR 865;10.02.1998;01.02.2002;12245;01.02.2002;Gorch Pinnenberg
2107;P-LQ 536;15.11.1994;01.11.2005;117943;01.10.2004;Gorch Pinnenberg
2107;P-IS 321;28.01.1991;01.07.2001;170600;01.07.2001;Gorch Pinnenberg
2107;P-PP 651;11.09.2000;01.09.2006;44667;01.09.2004;Gorch Pinnenberg
2107;P-CH 172;23.12.1997;01.12.2003;78215;01.07.2003;Gorch Pinnenberg
